name,shop,amenity,latitude,longitude
Best Market,convenience,,54.3757538,18.6139613
Biedronka,supermarket,,54.3966741,18.6053752
Żabka,convenience,,54.366665,18.4890083
Lewiatan,convenience,,54.4065939,18.6387563
Żabka,convenience,,54.4187013,18.4578372
Nasz Sklep,convenience,,54.3786702,18.6013721
Żabka,convenience,,54.3780501,18.606376
Stokrotka Express,convenience,,54.3939676,18.6475272
,convenience,,54.4051728,18.5641466
Fab Pol,convenience,,54.4126642,18.591021
Lili,convenience,,54.4199537,18.5803921
Little india,convenience,,54.3805897,18.6040737
,convenience,,54.3915056,18.5999524
,convenience,,54.3912542,18.5999043
Warzywa i Owoce u Asi,convenience,,54.3912103,18.5991101
Primo,convenience,,54.3475689,18.5820245
Biedronka,supermarket,,54.3603981,18.5911574
Od I Do,convenience,,54.4053395,18.601798
Sklep Spożywczo-Monopolowy „Zielone Jabłuszko”,convenience,,54.4184652,18.580211
Żabka,convenience,,54.4061951,18.5767066
Dobra Stacja - sklep ekologiczny,convenience,,54.4189223,18.5816068
Przystanek Zdrowie,convenience,,54.4179551,18.5786854
ekoAleja,convenience,,54.3586394,18.582495
ALDI,supermarket,,54.3580834,18.5822656
Delikatesy Justynka,convenience,,54.3475682,18.5101738
Carrefour Express,convenience,,54.3270526,18.5622778
Spar,convenience,,54.3220325,18.6055965
Stokrotka Express,convenience,,54.4028351,18.5814585
Żabka,convenience,,54.3939172,18.59341
Żabka,convenience,,54.4138334,18.6005883
Odido,convenience,,54.3402082,18.6015395
Żabka,convenience,,54.3534841,18.6484541
Za Przystankiem,convenience,,54.3544334,18.645911
Sklep Filip,convenience,,54.3596409,18.6473772
,convenience,,54.3865125,18.5845293
Żabka,convenience,,54.3970516,18.5783973
Żabka,convenience,,54.3601484,18.6567846
Żabka,convenience,,54.3659343,18.5822831
Żabka,convenience,,54.3569179,18.4913355
Żabka,convenience,,54.4021948,18.5946038
Żabka,convenience,,54.388778,18.5968359
Żabka,convenience,,54.4009231,18.6471966
Żabka,convenience,,54.3786678,18.6065503
Żabka,convenience,,54.3545127,18.6318253
Żabka,convenience,,54.3463734,18.6663135
Żabka,convenience,,54.3419962,18.6565467
Żabka,convenience,,54.3418669,18.653768
Żabka,convenience,,54.3260102,18.6333322
Żabka,convenience,,54.3572744,18.5786069
Żabka,convenience,,54.3375439,18.5840438
Żabka,convenience,,54.3073684,18.5845929
Żabka,convenience,,54.3270609,18.5614043
Żabka,convenience,,54.3323053,18.5657773
Słodka Dziurka,convenience,,54.3665009,18.6268847
Merkus,supermarket,,54.3928551,18.5962922
Żabka,convenience,,54.4047502,18.6341675
Carrefour Express,convenience,,54.366018,18.6274758
Sklep Wielobranżowy Paweł Szymkowiak,convenience,,54.3463491,18.8188333
Żabka,convenience,,54.4180218,18.4528563
u Kuby,convenience,,54.3192358,18.5936966
Żabka,convenience,,54.4317271,18.4721083
Żabka,convenience,,54.3934056,18.6472284
Livio,convenience,,54.3669731,18.5494473
Kami,convenience,,54.3813371,18.6056327
Gusto Italia,convenience,,54.3826282,18.5913187
Carrefour Express,convenience,,54.3989215,18.5657559
,convenience,,54.3451087,18.6756064
Nasz Sklep,convenience,,54.3424838,18.6652088
,convenience,,54.3470555,18.6412215
Eurospar,supermarket,,54.4046611,18.588443
JBB Bałdyga,convenience,,54.4185678,18.592666
Przystanek Zdrowie,convenience,,54.4210203,18.5833663
1 Minute,convenience,,54.3820256,18.4651181
Żabka,convenience,,54.3958979,18.5882591
Żabka,convenience,,54.347533,18.6595099
Carrefour express,convenience,,54.3473321,18.6585909
,,marketplace,54.3905501,18.6094113
abc,convenience,,54.3333104,18.6658828
abc,convenience,,54.3371705,18.6746912
Abc,convenience,,54.3355183,18.6697568
Żabka,convenience,,54.3127672,18.5972558
Best Market,convenience,,54.4017851,18.5792827
,convenience,,54.4212011,18.5826013
,convenience,,54.4212225,18.5826372
Żabka,convenience,,54.3004248,18.608686
Odido,convenience,,54.4068351,18.5951088
Dominik,convenience,,54.3864602,18.5810755
Elwart,convenience,,54.3753849,18.5631657
Żabka,convenience,,54.3075323,18.6012877
Żabka,convenience,,54.3856522,18.5711846
Żabka,convenience,,54.382688,18.6004231
Żabka,convenience,,54.3561243,18.5939176
Żabka,convenience,,54.3556692,18.6462912
Żabka,convenience,,54.352715,18.6496973
Żabka,convenience,,54.3247134,18.5563925
Żabka,convenience,,54.3294023,18.5611297
Żabka,convenience,,54.3566917,18.6674506
Żabka,convenience,,54.3358928,18.6124862
Żabka,convenience,,54.3236088,18.5847435
Żabka,convenience,,54.4280828,18.4829374
Drogeria abcKosmetyczne.pl,supermarket,,54.3929747,18.6444449
Żabka,convenience,,54.3966061,18.644888
,convenience,,54.3345621,18.9339314
Sklep Spożywczy Aga,convenience,,54.3747752,18.6129461
Delikatesy Oliwka,convenience,,54.3914331,18.5995178
Limonka,convenience,,54.3487394,18.6130475
abc,convenience,,54.3785609,18.5835417
Da-Kar,convenience,,54.3507586,18.6270509
Żabka,convenience,,54.4204738,18.5674229
Carrefour Express,convenience,,54.3599665,18.6547655
Żabka,convenience,,54.3528713,18.6471006
Żabka,convenience,,54.307735,18.5818404
,convenience,,54.3608459,18.7101102
Żabka,convenience,,54.3693208,18.6389912
Biedronka,supermarket,,54.3281736,18.6115793
Żabka,convenience,,54.3995784,18.6747328
abc,convenience,,54.3628759,18.7077425
abc,convenience,,54.3252708,18.631539
abc,convenience,,54.3300759,18.6264974
Kiwi,convenience,,54.3507788,18.6007675
abc,convenience,,54.3422858,18.6608398
Stokrotka Express,convenience,,54.3554462,18.6627349
Odido,convenience,,54.3408023,18.6562595
Lewiatan,convenience,,54.3431194,18.6422085
Żabka,convenience,,54.4039125,18.5712453
Żabka,convenience,,54.3972951,18.6055815
Żabka,convenience,,54.4045043,18.6262976
Żabka,convenience,,54.3240066,18.6026874
,convenience,,54.3290636,18.6247981
Żabka,convenience,,54.3304469,18.6158032
Lewiatan,convenience,,54.4284699,18.4784755
Biedronka,supermarket,,54.431792,18.4705912
Kaśka Market,convenience,,54.4162126,18.5859677
Abi,convenience,,54.370232,18.611206
Żabka,convenience,,54.4100028,18.5657573
Żabka,convenience,,54.3438207,18.8269434
Market Kami,convenience,,54.3439157,18.8283536
Angel,convenience,,54.3341042,18.9342944
Daga,convenience,,54.3475035,18.8214455
U Kasi,convenience,,54.3591793,18.4979141
,convenience,,54.3437727,18.8265961
Żabka,convenience,,54.4069237,18.6377069
,convenience,,54.4087048,18.6322412
,convenience,,54.3851235,18.4862001
abc,convenience,,54.2854839,18.6379914
Biedronka,supermarket,,54.3486807,18.5898847
Stokrotka,supermarket,,54.4007433,18.6076497
Żabka,convenience,,54.3894425,18.4832646
Żabka,convenience,,54.3362175,18.6085995
Stokrotka Express,convenience,,54.4174444,18.4569513
Żabka,convenience,,54.4178209,18.5784163
Żabka,convenience,,54.4180624,18.56592
Żabka,convenience,,54.3952404,18.6469744
Żabka,convenience,,54.3959677,18.611717
Żabka,convenience,,54.3773009,18.5662202
