name,amenity,leisure,tourism,latitude,longitude
Tysiąclecie Chrztu Polski,,,artwork,52.4114951,16.9478512
,,,artwork,52.3812509,16.850162
,,,artwork,52.3813307,16.8501557
Złoty Lew,,,artwork,52.4081567,16.9324907
Tancerka,,,artwork,52.406662,16.9345723
Koszary Kultury,arts_centre,,,52.4024016,16.8962674
,,,artwork,52.4299575,16.8977943
Centrum Szyfrów Enigma,,,museum,52.4076413,16.9197714
Mężczyzna,,,artwork,52.4107508,16.9558899
Kobieta,,,artwork,52.4107553,16.955854
,,,artwork,52.4100681,16.9342873
Poznań first to fly,,,artwork,52.4303188,16.9395142
Przyrodnicza oś czasu,,,artwork,52.4271868,16.904548
Powstanie Wielkopolskie,,,artwork,52.3873323,16.9601605
Łap słońce w Poznaniu,,,artwork,52.4110847,16.9389896
Firestarter,,,artwork,52.4141374,16.9125705
Kozły poznańskie,,,artwork,52.3881011,16.892515
Pegaz,,,artwork,52.4330549,16.8814428
Słoń,,,artwork,52.3128761,16.9664248
,theatre,bandstand,,52.4073916,16.9702267
Sim-Center,,amusement_arcade,,52.4129089,16.9396188
Zespół Pieśni i Tańca Łany,,dance,,52.4051254,16.9111506
Scena na Piętrze,theatre,,,52.4098496,16.9332973
Kartusz,,,artwork,52.4094408,16.9225733
Kartusz,,,artwork,52.4094185,16.922606
Kartusz,,,artwork,52.4093932,16.9226431
Medaliony Zygmunta Krasińskiego i Augusta Cieszkowskiego,,,artwork,52.4096189,16.9226923
Pegaz,,,artwork,52.4094765,16.9226048
Poznań bez nienawiści,,,artwork,52.4165953,16.9347151
,,,artwork,52.4145464,16.9320818
Jeżyce,,,artwork,52.4152095,16.9107538
,,,viewpoint,52.4682854,16.790882
Wspólnie po wolność,,,artwork,52.4214115,16.9706416
Klub Cybinka,community_centre,,,52.4097791,16.9770724
,,,viewpoint,52.5089993,16.9698148
Escape Arena,,escape_game,,52.3851764,16.9004793
,,,artwork,52.3976033,17.0209874
Ogród,,,attraction,52.4135225,16.9268984
Klub Próżność,nightclub,,,52.4055579,16.9189832
Projekt LAB,nightclub,,,52.4122211,16.9369231
,,,artwork,52.4080233,16.958031
,,,artwork,52.4080453,16.9576235
Studio Yoga nad Maltą,,fitness_centre,,52.4056835,16.9947576
Zagro Plaża Rataje,arts_centre,,,52.3954857,16.9403756
Muzeum Historii Ubioru,,,museum,52.4024239,16.9297798
,,,artwork,52.4004819,16.9053936
,,,artwork,52.4013776,16.9012729
,,,artwork,52.4013384,16.9009162
,,,artwork,52.4010923,16.9009839
,,,artwork,52.4011283,16.9013423
,,,artwork,52.4008788,16.9010432
,,,artwork,52.4009135,16.9014025
,,,artwork,52.4006718,16.9014721
,,,artwork,52.4006348,16.9011123
,,,artwork,52.4016945,16.9011909
,,,artwork,52.401847,16.9011701
,,,artwork,52.4018557,16.9012098
,,,artwork,52.4018301,16.9011921
,,,artwork,52.4017889,16.9023065
,,,artwork,52.4018413,16.9022916
,,,artwork,52.4018224,16.9023285
,,,artwork,52.401838,16.9019389
,,,artwork,52.4018273,16.9019577
,,,artwork,52.4018159,16.9019241
,,,artwork,52.4017071,16.9021032
,,,artwork,52.4017325,16.9017667
,,,artwork,52.4017049,16.9017296
,,,artwork,52.4017421,16.9015929
,,,artwork,52.4016925,16.900609
,,,artwork,52.4018081,16.9007422
,,,artwork,52.4017399,16.9006161
,,,artwork,52.4017092,16.9006522
,,,artwork,52.4016326,16.9001364
,,,artwork,52.4015322,16.9004431
,,,artwork,52.4020966,16.9001425
Szarość może być zielona,,,artwork,52.4149794,16.926628
Lech,,,artwork,52.4001792,16.9024098
,,,artwork,52.4008089,16.9081477
Codanza Academy,,dance,,52.3926303,16.846943
,,,artwork,52.4048622,16.8998171
,,,viewpoint,52.4265447,16.9445506
Bliźniaki Cramp,,,artwork,52.4048408,16.8983656
Wartownia Kaprala Wojtka,,,artwork,52.4003669,16.9947479
Transmutatio,,,artwork,52.3962814,16.996536
Elefante Boxing Club,,sports_hall,,52.4348461,16.9288671
History Land,,,museum,52.4058969,16.9104923
Moai 6,,,artwork,52.4279668,16.8960444
,,,artwork,52.428196,16.8956468
Modlitwa dziewczyny,,,artwork,52.4277354,16.8961733
,,,artwork,52.4274114,16.8961378
,,,artwork,52.4272405,16.8960612
Tron,,,artwork,52.4269318,16.8953794
,,,artwork,52.4273178,16.8953425
,,,artwork,52.4271441,16.8953893
Pielgrzym,,,artwork,52.4147161,17.0052267
FlyPark,,trampoline_park,,52.3817818,16.9931469
Just Gym,,fitness_centre,,52.3819381,16.9923433
Siłownia Iron Gym,,fitness_centre,,52.4023945,16.865057
just GYM,,fitness_centre,,52.3971296,16.8589939
